LaptopID,Company,Product,TypeName,Inches,ScreenResolution,CPU,RAM,Memory,GPU,OS,Weight,Price in Rs
666,lenovo,ideapad y700-15isk,gaming,15.6,ips panel full hd 1920x1080,intel core i7 6700hq 2.6ghz,8,128gb ssd +  1tb hdd,nvidia geforce gtx 960,windows,3.31kg,129168.0
667,dell,alienware 17,gaming,17.3,ips panel 4k ultra hd 3840x2160,intel core i7 7700hq 2.8ghz,32,512gb ssd +  1tb hdd,nvidia geforce gtx 1070,windows,4.42kg,339915.96
668,dell,latitude e7470,notebook,14.0,full hd 1920x1080,intel core i5 6300u 2.4ghz,8,256gb ssd,intel hd graphics 520,windows,1.56kg,132732.0
669,lenovo,ideapad 320-15iap,notebook,15.6,1366x768,intel celeron dual core n3350 1.1ghz,4,500gb hdd,intel hd graphics 500,windows,2.2kg,45252.0
670,lenovo,ideapad 320-15isk,notebook,15.6,full hd 1920x1080,intel core i5 6200u 2.3ghz,4,500gb hdd,intel hd graphics 520,windows,2.2kg,57780.0
671,hp,15-ay047nv (i3-6006u/6gb/1tb/radeon,notebook,15.6,1920x1080,intel core i3 6006u 2ghz,6,1tb hdd,amd radeon r5 m430,windows,2.04kg,58212.0
672,msi,gp72vr leopard,gaming,17.3,full hd 1920x1080,intel core i7 7700hq 2.8ghz,8,128gb ssd +  1tb hdd,nvidia geforce gtx 1060,windows,2.7kg,160571.16
673,toshiba,satellite pro,notebook,15.6,1366x768,intel core i3 6100u 2.1ghz,4,128gb ssd,intel hd graphics 520,windows,2.1kg,53784.0
674,dell,latitude 3580,notebook,15.6,full hd 1920x1080,intel core i5 7200u 2.5ghz,8,1tb hdd,intel hd graphics 620,windows,2.06kg,103140.0
675,hp,15-bs012nv (i7-7500u/8gb/1tb/radeon,notebook,15.6,full hd 1920x1080,intel core i7 7500u 2.7ghz,8,1tb hdd,amd radeon 530,windows,2.1kg,80460.0
676,toshiba,tecra z50-d-10e,notebook,15.6,ips panel full hd 1920x1080,intel core i5 7200u 2.5ghz,8,256gb ssd,intel hd graphics 620,windows,2.0kg,135864.0
677,acer,aspire 3,notebook,15.6,1366x768,intel core i3 6006u 2ghz,4,128gb ssd,intel hd graphics 520,linux,2.1kg,44496.0
678,microsoft,surface laptop,ultrabook,13.5,touchscreen 2256x1504,intel core i7 7600u 2.8ghz,8,256gb ssd,intel iris plus graphics 640,windows s,1.252kg,201727.8
679,lenovo,v310-15isk (i5-7200u/8gb/1tb,notebook,15.6,full hd 1920x1080,intel core i5 7200u 2.5ghz,8,128gb ssd +  1tb hdd,amd radeon r5 m430,windows,1.90kg,88338.6
680,lenovo,yoga 720-13ikb,2 in 1 convertible,13.3,ips panel full hd / touchscreen 1920x1080,intel core i5 7200u 2.5ghz,8,256gb ssd,intel hd graphics 620,windows,1.3kg,111672.0
681,lenovo,ideapad 320-15ast,notebook,15.6,1366x768,amd e-series e2-9000 2.2ghz,4,128gb ssd,amd radeon r2 graphics,windows,2.2kg,37692.0
682,hp,pavilion x360,2 in 1 convertible,14.0,ips panel full hd / touchscreen 1920x1080,intel core i3 7100u 2.4ghz,4,128gb ssd,nvidia geforce 940mx,windows,1.63kg,75492.0
683,msi,gp62 7rdx,gaming,15.6,full hd 1920x1080,intel core i7 7700hq 2.8ghz,16,256gb ssd +  1tb hdd,nvidia geforce gtx 1050,windows,2.4kg,139752.0
684,asus,zenbook 3,ultrabook,14.0,full hd 1920x1080,intel core i5 7200u 2.5ghz,8,256gb ssd,intel hd graphics 620,windows,1.1kg,122580.0
685,hp,chromebook x360,2 in 1 convertible,11.6,touchscreen 1366x768,intel celeron dual core n3350 1.1ghz,8,64gb flash storage,intel hd graphics 500,chrome os,1.4kg,53460.0
686,lg,gram 15z975,ultrabook,15.6,ips panel full hd 1920x1080,intel core i7 8550u 1.8ghz,8,512gb ssd,intel hd graphics 620,windows,1.09kg,248292.0
687,acer,aspire vx5-591g,gaming,15.6,full hd 1920x1080,intel core i5 7300hq 2.5ghz,16,256gb ssd,nvidia geforce gtx 1050 ti,windows,2.5kg,140292.0
688,msi,gv62m 7rd,gaming,15.6,full hd 1920x1080,intel core i5 7300hq 2.5ghz,8,256gb ssd,nvidia geforce gtx 1050,windows,2.2kg,107773.2
689,asus,l502na-go052t (n3350/4gb/128gb/w10),notebook,15.6,1366x768,intel celeron dual core n3350 1.1ghz,4,128gb ssd,intel hd graphics 500,windows,1.86kg,45252.0
690,dell,alienware 15,gaming,15.6,full hd 1920x1080,intel core i5 7300hq 2.5ghz,16,128gb ssd +  1tb hdd,nvidia geforce gtx 1060,windows,3.21kg,221508.0
691,hp,17-bs000nv i3,notebook,17.3,ips panel full hd 1920x1080,intel core i3 6006u 2ghz,4,256gb ssd,amd radeon r5 520,windows,2.5kg,75492.0
692,lenovo,yoga 730,2 in 1 convertible,13.3,ips panel full hd / touchscreen 1920x1080,intel core i7 8550u 1.8ghz,8,512gb ssd,intel uhd graphics 620,windows,1.19kg,161892.0
693,dell,alienware 15,gaming,15.6,full hd 1920x1080,intel core i7 7820hk 2.9ghz,16,256gb ssd +  1tb hdd,nvidia geforce gtx 1070,windows,3.49kg,303885.0
694,hp,250 g6,notebook,15.6,1366x768,intel core i5 7200u 2.5ghz,4,500gb hdd,amd radeon 520,windows,1.86kg,66161.88
695,dell,inspiron 3567,notebook,15.6,1366x768,intel core i3 6006u 2ghz,4,1tb hdd,amd radeon r5 m430,windows,2.2kg,58932.35999999999
696,hp,17-y002nv (a10-9600p/6gb/2tb/radeon,notebook,17.3,ips panel full hd 1920x1080,amd a10-series 9600p 2.4ghz,6,2tb hdd,amd radeon r7 m440,windows,2.65kg,61452.0
697,lenovo,v110-15isk (3855u/4gb/500gb/w10),notebook,15.6,1366x768,intel celeron dual core 3855u 1.6ghz,4,500gb hdd,intel hd graphics 510,windows,2.1kg,34344.0
698,acer,chromebook 14,notebook,14.0,1366x768,intel celeron dual core 3855u 1.6ghz,4,32gb flash storage,intel hd graphics 510,chrome os,1.45kg,40500.0
699,lenovo,ideapad 520s-14ikb,notebook,14.0,full hd 1920x1080,intel core i5 7200u 2.5ghz,4,256gb ssd,intel hd graphics 620,windows,1.7kg,75492.0
700,hp,zbook 17,workstation,17.3,full hd 1920x1080,intel core i7 7700hq 2.8ghz,8,500gb hdd,nvidia quadro m1200,windows,3.14kg,206062.92
701,lenovo,thinkpad x1,2 in 1 convertible,14.0,touchscreen 2560x1440,intel core i7 7500u 2.7ghz,8,256gb ssd,intel hd graphics 620,windows,1.42kg,279720.0
702,toshiba,satellite pro,notebook,13.3,ips panel full hd 1920x1080,intel core i5 7200u 2.5ghz,8,256gb ssd,intel hd graphics 620,windows,1.5kg,105084.0
703,acer,travelmate b117-m,netbook,11.6,1366x768,intel celeron dual core n3050 1.6ghz,4,32gb flash storage,intel hd graphics,windows,1.4kg,29052.0
704,lenovo,yoga 910-13ikb,2 in 1 convertible,14.0,full hd / touchscreen 1920x1080,intel core i7 7500u 2.7ghz,16,512gb ssd,intel hd graphics 620,windows,1.38kg,188892.0
705,asus,chromebook flip,2 in 1 convertible,12.5,full hd / touchscreen 1920x1080,intel core m m3-6y30 0.9ghz,4,64gb flash storage,intel hd graphics 515,chrome os,1.2kg,72252.0
706,toshiba,portege z30t-c-133,ultrabook,13.3,full hd / touchscreen 1920x1080,intel core i7 6500u 2.5ghz,16,512gb ssd,intel hd graphics 520,windows,1.36kg,202716.0
707,hp,15-bs011nv (i7-7500u/4gb/500gb/radeon,notebook,15.6,ips panel full hd 1920x1080,intel core i7 7500u 2.7ghz,4,500gb hdd,amd radeon 530,windows,2.1kg,74412.0
708,dell,inspiron 5577,gaming,15.6,full hd 1920x1080,intel core i5 7300hq 2.5ghz,8,1tb hdd,nvidia geforce gtx 1050,windows,2.56kg,88452.0
709,lenovo,ideapad 320-15ast,notebook,15.6,full hd 1920x1080,amd a9-series 9420 2.9ghz,4,256gb ssd,amd radeon 530,windows,2.2kg,43092.0
710,lenovo,ideapad 320-15abr,notebook,15.6,1366x768,amd a12-series 9720p 3.6ghz,8,1tb hdd,amd radeon r7,windows,2.2kg,46332.0
711,lenovo,v310-15ikb (i5-7200u/4gb/1tb/fhd/w10),notebook,15.6,full hd 1920x1080,intel core i5 7200u 2.5ghz,4,1tb hdd +  1tb hdd,intel hd graphics 620,windows,2.1kg,67116.6
712,lenovo,v310-15isk (i3-6006u/4gb/500gb/no,notebook,15.6,1366x768,intel core i3 6006u 2ghz,4,500gb hdd,intel hd graphics 520,no os,1.90kg,48600.0
713,dell,vostro 5568,notebook,15.6,full hd 1920x1080,intel core i5 7200u 2.5ghz,8,256gb ssd,intel hd graphics 620,windows,2.18kg,85860.0
714,acer,spin 5,2 in 1 convertible,13.3,ips panel full hd / touchscreen 1920x1080,intel core i5 8250u 1.6ghz,8,256gb ssd,intel uhd graphics 620,windows,1.6kg,107892.0
715,lenovo,thinkpad p51s,workstation,15.6,full hd 1920x1080,intel core i7 6500u 2.5ghz,16,512gb ssd,nvidia quadro m520m,windows 7,2.18kg,200340.0
716,lenovo,thinkpad t460p,notebook,14.0,full hd 1920x1080,intel core i5 6300hq 2.3ghz,8,256gb ssd,intel hd graphics 520,windows,1.8kg,128628.0
717,hp,17-ak002nv (a10-9620p/6gb/2tb/radeon,notebook,17.3,ips panel full hd 1920x1080,amd a10-series 9620p 2.5ghz,6,2tb hdd,amd radeon 530,windows,2.71kg,70741.08
718,lenovo,legion y520-15ikbn,gaming,15.6,ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,8,128gb ssd +  1tb hdd,nvidia geforce gtx 1050 ti,windows,2.5kg,134892.0
719,dell,latitude 5480,notebook,14.0,full hd 1920x1080,intel core i5 7440hq 2.8ghz,8,256gb ssd,nvidia geforce 930mx,linux,1.64kg,117612.0
720,dell,vostro 5568,notebook,15.6,full hd 1920x1080,intel core i5 7200u 2.5ghz,8,1tb hdd,intel hd graphics 620,linux,1.98kg,78408.0
721,asus,vivobook e403na,notebook,14.0,full hd 1920x1080,intel celeron dual core n3350 1.1ghz,4,32gb flash storage,intel hd graphics 500,windows,1.5kg,32184.0
722,dell,latitude 5580,notebook,15.6,full hd 1920x1080,intel core i5 7300u 2.6ghz,16,512gb ssd,intel hd graphics 620,windows,1.93kg,154079.28
723,lenovo,thinkpad e470,notebook,14.0,ips panel full hd 1920x1080,intel core i5 7200u 2.5ghz,8,256gb ssd,nvidia geforce 920mx,windows,1.87kg,92563.56
724,dell,latitude 5580,notebook,15.6,full hd 1920x1080,intel core i5 7300u 2.6ghz,8,256gb ssd,intel hd graphics 620,windows,1.9kg,127332.0
725,lenovo,110-15acl (a6-7310/4gb/500gb/w10),notebook,15.6,1366x768,amd a6-series 7310 2ghz,4,500gb hdd,amd radeon r4,windows,2.19kg,32184.0
726,mediacom,smartbook 142,notebook,14.0,ips panel full hd 1920x1200,intel atom z8350 1.92ghz,4,32gb hdd,intel hd graphics 400,windows,1.4kg,28620.0
727,hp,probook 470,notebook,17.3,full hd 1920x1080,intel core i7 7500u 2.7ghz,8,256gb ssd,nvidia geforce 930mx,windows,2.63kg,129600.0
728,lenovo,thinkpad x1,ultrabook,14.0,ips panel quad hd+ 2560x1440,intel core i7 6500u 2.5ghz,8,512gb ssd,intel hd graphics 520,windows,1.17kg,182157.12
729,hp,pavilion x360,2 in 1 convertible,13.3,ips panel touchscreen 1366x768,intel core i5 7200u 2.5ghz,8,256gb ssd,intel hd graphics 620,windows,1.58kg,90352.8
730,lenovo,thinkpad t470s,ultrabook,14.0,ips panel full hd 1920x1080,intel core i5 7200u 2.5ghz,8,256gb ssd,intel hd graphics 620,windows,1.32kg,161892.0
731,dell,alienware 17,gaming,17.3,4k ultra hd 3840x2160,intel core i7 7700hq 2.8ghz,32,1tb ssd +  1tb hdd,nvidia geforce gtx 1070,windows,4.36kg,395215.2
732,msi,gl72m 7rex,gaming,17.3,full hd 1920x1080,intel core i7 7700hq 2.8ghz,8,128gb ssd +  1tb hdd,nvidia geforce gtx 1050 ti,windows,2.7kg,145635.84
733,lenovo,v310-15ikb (i5-7200u/4gb/1tb/no,notebook,15.6,1366x768,intel core i5 7200u 2.5ghz,4,1tb hdd,intel hd graphics 620,no os,1.9kg,52909.2
734,dell,inspiron 5570,notebook,15.6,full hd 1920x1080,intel core i5 8250u 1.6ghz,8,128gb ssd +  1tb hdd,amd radeon 530,windows,2.2kg,77652.0
735,dell,inspiron 5378,2 in 1 convertible,13.3,full hd / touchscreen 1920x1080,intel core i3 7100u 2.4ghz,4,1tb hdd,intel hd graphics 620,windows,1.71kg,70092.0
736,dell,inspiron 5567,notebook,15.6,1366x768,intel core i5 7200u 2.5ghz,8,1tb hdd,amd radeon r7 m445,linux,2.32kg,63668.16
737,hp,15-bw037na (a9-9420/4gb/1tb/radeon,notebook,15.6,full hd 1920x1080,amd a9-series 9420 3ghz,4,1tb hdd,amd radeon 520,windows,2.1kg,52812.0
738,acer,predator 17,gaming,17.3,ips panel full hd 1920x1080,intel core i7 6700hq 2.6ghz,16,128gb ssd +  1tb hdd,nvidia geforce gtx 1060,windows,4.2kg,208980.0
739,dell,inspiron 3567,notebook,15.6,1366x768,intel core i5 7200u 2.5ghz,12,1tb hdd,intel hd graphics 620,windows,2.25kg,70092.0
740,hp,15-bw091nd (a9-9420/6gb/1tb,notebook,15.6,full hd 1920x1080,amd a9-series a9-9420 3ghz,6,128gb ssd +  1tb hdd,amd radeon 520,windows,2.1kg,70200.0
741,acer,extensa ex2540-58kr,notebook,15.6,1366x768,intel core i5 7200u 2.5ghz,4,500gb hdd,intel hd graphics 620,windows,2.4kg,60372.0
742,lenovo,thinkpad 13,notebook,13.3,ips panel full hd 1920x1080,intel core i5 7200u 2.5ghz,8,256gb ssd,intel hd graphics 620,windows,1.44kg,103680.0
743,lenovo,v310-15ikb (i7-7500u/4gb/1tb/fhd/w10),notebook,15.6,full hd 1920x1080,intel core i7 7500u 2.7ghz,4,1tb hdd,intel hd graphics 620,windows,1.85kg,84132.0
744,hp,zbook 15,workstation,15.6,full hd 1920x1080,intel core i7 7700hq 2.8ghz,16,256gb ssd,nvidia quadro m2200,windows,2.6kg,261252.0
745,dell,inspiron 5379,2 in 1 convertible,13.3,full hd / touchscreen 1920x1080,intel core i5 8250u 1.6ghz,8,1tb hdd,intel uhd graphics 620,windows,1.55kg,71172.0
746,msi,gs63vr 7rf,gaming,15.6,full hd 1920x1080,intel core i7 7700hq 2.8ghz,16,256gb ssd +  1tb hdd,nvidia geforce gtx 1060,windows,1.8kg,226203.84
747,acer,aspire es1-572,notebook,15.6,1366x768,intel core i3 6006u 2ghz,4,500gb hdd,intel hd graphics 520,windows,2.4kg,44366.4
748,dell,inspiron 7560,notebook,15.6,full hd 1920x1080,intel core i7 7500u 2.7ghz,8,128gb ssd +  1tb hdd,nvidia geforce 940mx,windows,2.0kg,130356.0
749,dell,vostro 3568,notebook,15.6,1366x768,intel core i3 6006u 2ghz,8,256gb ssd,intel hd graphics 520,windows,2kg,71820.0
750,toshiba,tecra x40-d-10g,notebook,14.0,ips panel full hd / touchscreen 1920x1080,intel core i5 7200u 2.5ghz,8,256gb ssd,intel hd graphics 620,windows,1.25kg,165780.0
751,lenovo,flex 5,2 in 1 convertible,14.0,full hd / touchscreen 1920x1080,intel core i5 7200u 2.5ghz,8,256gb ssd,intel hd graphics 620,windows,1.7kg,107892.0
752,lenovo,thinkpad p51s,workstation,15.6,ips panel 4k ultra hd 3840x2160,intel core i7 7600u 2.8ghz,16,1tb ssd,nvidia quadro m520m,windows,2.5kg,356292.0
753,acer,chromebook 14,notebook,14.0,1366x768,intel celeron dual core n3060 1.6ghz,2,32gb flash storage,intel hd graphics 400,chrome os,1.68kg,35640.0
754,samsung,notebook 9,ultrabook,13.3,full hd 1920x1080,intel core i7 7500u 2.7ghz,16,256gb ssd,intel hd graphics 620,windows,0.81kg,178092.0
755,hp,250 g6,notebook,15.6,full hd 1920x1080,intel core i3 6006u 2ghz,8,256gb ssd,intel hd graphics 520,windows,1.86kg,58212.0
757,dell,latitude 5480,notebook,14.0,1366x768,intel core i5 7200u 2.5ghz,8,256gb ssd,intel hd graphics 620,windows,1.6kg,121684.68
758,hp,zbook 17,workstation,17.3,ips panel full hd 1920x1080,intel xeon e3-1535m v5 2.9ghz,16,256gb ssd,nvidia quadro m2000m,windows 7,3kg,474012.0
759,lenovo,n23 (n3060/4gb/128gb/w10),netbook,11.6,touchscreen 1366x768,intel celeron dual core n3060 1.6ghz,4,128gb ssd,intel hd graphics 400,windows,1.4kg,51300.0
760,hp,elitebook 850,notebook,15.6,full hd 1920x1080,intel core i5 6300u 2.4ghz,8,256gb ssd,intel hd graphics 520,windows,1.84kg,205200.0
761,asus,x550vx-xx015d (i5-6300hq/4gb/1tb/geforce,notebook,15.6,1366x768,intel core i5 6300hq 2.3ghz,4,1tb hdd,nvidia geforce gtx 950m,no os,2.45kg,62532.0
762,lenovo,thinkpad t460,ultrabook,14.0,full hd 1920x1080,intel core i5 6200u 2.3ghz,4,180gb ssd,intel hd graphics 520,windows,1.7kg,118368.0
763,asus,pro p2540ua-xo0192r,notebook,15.6,1366x768,intel core i7 7500u 2.7ghz,4,256gb ssd,intel hd graphics 620,windows,2.37kg,91789.2
764,lenovo,yoga 900-13isk,2 in 1 convertible,13.3,ips panel quad hd+ / touchscreen 3200x1800,intel core i5 6260u 1.8ghz,8,256gb ssd,intel hd graphics 540,windows,1.3kg,129492.0
765,hp,15-cb003na (i5-7300hq/8gb/1tb,notebook,15.6,ips panel full hd 1920x1080,intel core i5 7300hq 2.5ghz,8,128gb ssd +  1tb hdd,nvidia geforce gtx 1050,windows,2.2kg,118692.0
766,hp,zbook 15,workstation,15.6,full hd 1920x1080,intel core i7 6700hq 2.6ghz,8,256gb ssd,nvidia quadro m1000m,windows 7,2.59kg,168588.0
767,dell,alienware 17,gaming,15.6,ips panel 4k ultra hd 3840x2160,intel core i7 7700hq 2.8ghz,16,256gb ssd +  1tb hdd,nvidia geforce gtx 1070,windows,4.42kg,309850.92
768,acer,aspire 3,notebook,15.6,1366x768,intel core i5 7200u 2.5ghz,4,256gb ssd,intel hd graphics 620,windows,2.1kg,64692.0
769,lenovo,legion y520-15ikbn,gaming,15.6,ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,8,128gb ssd +  1tb hdd,nvidia geforce gtx 1050,windows,2.5kg,113184.0
770,dell,latitude 7280,ultrabook,12.5,full hd 1920x1080,intel core i7 7600u 2.8ghz,16,256gb ssd,intel hd graphics 620,windows,1.18kg,200772.0
771,google,pixelbook (core,ultrabook,12.3,touchscreen 2400x1600,intel core i5 7y57 1.2ghz,8,256gb ssd,intel hd graphics 615,chrome os,1.1kg,168372.0
772,asus,zenbook ux330ua-ah5q,ultrabook,13.3,ips panel quad hd+ 3200x1800,intel core i5 7200u 2.5ghz,8,256gb ssd,intel hd graphics 620,windows,1.2kg,121932.0
773,dell,latitude 3380,notebook,13.3,1366x768,intel core i3 6006u 2ghz,4,500gb hdd,intel hd graphics 520,windows,1.65kg,91692.0
774,acer,travelmate p238-m,notebook,13.3,1366x768,intel core i5 6200u 2.3ghz,4,128gb ssd,intel hd graphics 520,windows,1.6kg,70740.0
775,asus,x751nv-ty001 (n4200/4gb/1tb/geforce,notebook,17.3,1366x768,intel pentium quad core n4200 1.1ghz,4,1tb hdd,nvidia geforce 920mx,windows,2.8kg,50796.72
776,dell,inspiron 7559,gaming,15.6,ips panel touchscreen / 4k ultra hd 3840x2160,intel core i7 6700hq 2.6ghz,16,128gb ssd +  1tb hdd,nvidia geforce gtx 960m,windows,2.72kg,118692.0
777,samsung,notebook 9,ultrabook,13.3,full hd / touchscreen 1920x1080,intel core i7 7500u 2.7ghz,8,256gb ssd,intel hd graphics 620,windows,1.31kg,172692.0
778,acer,aspire a315-31,notebook,15.6,1366x768,intel pentium quad core n4200 1.1ghz,4,1tb hdd,intel hd graphics 505,linux,2.1kg,32184.0
779,dell,inspiron 5567,notebook,15.6,full hd 1920x1080,intel core i7 7500u 2.7ghz,16,256gb ssd,amd radeon r7 m445,windows,2.3kg,127577.16
780,samsung,notebook 9,2 in 1 convertible,15.0,full hd / touchscreen 1920x1080,intel core i7 7500u 2.7ghz,16,256gb ssd,amd radeon 540,windows,1.71kg,194292.0
781,toshiba,tecra a40-c-1e5,notebook,14.0,ips panel 1366x768,intel core i5 6200u 2.3ghz,4,128gb ssd,intel hd graphics 520,windows,1.75kg,110160.0
782,dell,inspiron 7567,gaming,15.6,full hd 1920x1080,intel core i7 7700hq 2.8ghz,8,1tb hdd,nvidia geforce gtx 1050,windows,2.62kg,118692.0
783,hp,elitebook 820,ultrabook,12.5,1366x768,intel core i5 6200u 2.3ghz,4,256gb ssd,intel hd graphics 520,windows,1.26kg,134352.0
784,asus,q524uq-bhi7t15 (i7-7500u/12gb/2tb/geforce,2 in 1 convertible,15.6,full hd / touchscreen 1920x1080,intel core i7 7500u 2.7ghz,12,2tb hdd,nvidia geforce 940mx,windows,2.3kg,90612.0
785,lenovo,thinkpad p50,notebook,15.6,4k ultra hd 3840x2160,intel core i7 6820hq 2.7ghz,16,512gb ssd,nvidia quadro m2000m,windows 7,2.5kg,255960.0
786,acer,swift 3,notebook,14.0,ips panel full hd 1920x1080,intel core i3 7100u 2.4ghz,4,128gb ssd,intel hd graphics 620,windows,1.8kg,68688.0
787,razer,blade pro,gaming,14.0,full hd 1920x1080,intel core i7 7700hq 2.8ghz,16,512gb ssd,nvidia geforce gtx 1060,windows,1.95kg,313092.0
788,asus,vivobook max,notebook,15.6,1920x1080,intel pentium dual core n4200 1.1ghz,8,128gb ssd,intel hd graphics 505,windows,2kg,62845.2
789,dell,alienware 17,gaming,17.3,ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,32,1tb ssd +  1tb hdd,nvidia geforce gtx 1070m,windows,4.42kg,387590.4
790,asus,rog g752vs-ba171t,gaming,17.3,ips panel full hd 1920x1080,intel core i7 6700hq 2.6ghz,16,256gb ssd +  1tb hdd,nvidia geforce gtx 1070,windows,4.3kg,253800.0
791,toshiba,tecra z40-c-161,ultrabook,14.0,ips panel full hd 1920x1080,intel core i7 6600u 2.6ghz,16,512gb ssd,nvidia geforce 930m,windows,1.47kg,190512.0
792,lenovo,ideapad 110-15ibr,notebook,15.6,1366x768,intel celeron quad core n3710 1.6ghz,8,1tb hdd,intel hd graphics 405,no os,2.2kg,35532.0
793,lenovo,thinkpad t470s,ultrabook,14.0,full hd 1920x1080,intel core i7 7500u 2.7ghz,16,512gb ssd,intel hd graphics 620,windows,1.7kg,248292.0
794,msi,gs43vr 7re,gaming,14.0,ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,16,256gb ssd +  1tb hdd,nvidia geforce gtx 1060,windows,1.6kg,204228.0
795,msi,gl62m (i5-7300hq/8gb/1tb,gaming,15.6,full hd 1920x1080,intel core i5 7300hq 2.5ghz,8,128gb ssd +  1tb hdd,nvidia geforce gtx 1050,windows,2.2kg,117612.0
796,lenovo,legion y520-15ikbn,gaming,15.6,ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,4,1tb hdd,nvidia geforce gtx 1050,windows,2.4kg,107892.0
797,acer,predator g9-793,gaming,17.3,ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,16,256gb ssd +  1tb hdd,nvidia geforce gtx 1060,windows,4.2kg,248292.0
798,dell,inspiron 7567,gaming,15.6,full hd 1920x1080,intel core i5 7300hq 2.5ghz,8,256gb ssd,nvidia geforce gtx 1050,windows,2.62kg,106380.0
799,asus,fx502vm-dm560t (i7-7700hq/8gb/1tb,gaming,15.6,full hd 1920x1080,intel core i7 7700hq 2.8ghz,8,128gb ssd +  1tb hdd,nvidia geforce gtx1060,windows,2.24kg,144612.0
800,vero,k146 (n3350/4gb/32gb/w10),notebook,14.0,1920x1080,intel celeron dual core n3350 1.1ghz,4,32gb flash storage,intel hd graphics 500,windows,1.22kg,21913.2
801,lenovo,thinkpad yoga,2 in 1 convertible,13.3,ips panel full hd / touchscreen 1920x1080,intel core i7 7500u 2.7ghz,8,512gb ssd,intel hd graphics 620,windows,1.37kg,212760.0
802,lenovo,yoga 510-15ikb,2 in 1 convertible,15.6,full hd / touchscreen 1920x1080,intel core i5 7200u 2.5ghz,8,256gb ssd,amd radeon r7 m460,windows,2.08kg,103572.0
803,apple,"macbook 12""",ultrabook,12.0,ips panel retina display 2304x1440,intel core m 1.2ghz,8,512gb flash storage,intel hd graphics 5300,mac os x,0.920kg,125820.0
804,lenovo,thinkpad x1,2 in 1 convertible,14.0,ips panel touchscreen 2560x1440,intel core i5 7200u 2.5ghz,8,256gb ssd,intel hd graphics 620,windows,1.42kg,251640.0
805,asus,r417na-rs01 (n3350/4gb/32gb/w10),notebook,14.0,1366x768,intel celeron dual core n3350 1.1ghz,4,32gb flash storage,intel hd graphics 500,windows,1.63kg,32292.0
806,dell,latitude 3580,notebook,15.6,1366x768,intel core i5 7200u 2.5ghz,8,128gb ssd,intel hd graphics 620,windows,1.95kg,87480.0
807,lenovo,yoga 910-13ikb,2 in 1 convertible,13.9,ips panel full hd / touchscreen 1920x1080,intel core i7 7500u 2.7ghz,8,256gb ssd,intel hd graphics 620,windows,1.38kg,145692.0
808,dell,vostro 5568,notebook,15.6,full hd 1920x1080,intel core i3 6006u 2ghz,8,256gb ssd,amd radeon r5 m420x,windows,2kg,79812.0
809,hp,zbook 17,workstation,15.6,full hd 1920x1080,intel core i7 7700hq 2.8ghz,8,256gb ssd,nvidia quadro m2200,windows,3.14kg,223009.2
810,asus,pro p2540ua-xs51,notebook,15.6,full hd 1920x1080,intel core i5 7200u 2.5ghz,8,256gb ssd,intel hd graphics 620,windows,2.37kg,118692.0
811,dell,xps 13,ultrabook,13.3,full hd 1920x1080,intel core i5 7200u 2.5ghz,8,256gb ssd,intel hd graphics 620,windows,1.29kg,161892.0
812,dell,xps 15,notebook,15.6,4k ultra hd / touchscreen 3840x2160,intel core i5 7300hq 2.5ghz,8,256gb ssd,nvidia geforce gtx 1050,windows,2.06kg,188892.0
813,dell,latitude 3180,netbook,11.6,1366x768,intel pentium quad core n4200 1.1ghz,4,128gb ssd,intel hd graphics 505,windows,1.63kg,80352.0
814,hp,elitebook 820,netbook,12.5,1366x768,intel core i5 7300u 2.6ghz,8,256gb ssd,intel hd graphics 620,windows,1.26kg,150012.0
815,toshiba,satellite pro,notebook,15.6,1366x768,intel core i5 6200u 2.3ghz,4,500gb hdd,intel hd graphics 520,windows,2.1kg,84240.0
816,hp,15-ba043na (a12-9700p/8gb/2tb/w10),notebook,15.6,1366x768,amd a12-series 9700p 2.5ghz,8,2tb hdd,amd radeon r7 graphics,windows,2.04kg,67932.0
817,dell,inspiron 7567,gaming,15.6,4k ultra hd 3840x2160,intel core i7 7700hq 2.8ghz,16,512gb ssd,nvidia geforce gtx 1050 ti,windows,2.62kg,181332.0
818,lenovo,ideapad 310-15ikb,notebook,15.6,full hd 1920x1080,intel core i5 7200u 2.5ghz,4,1tb hdd,nvidia geforce 920m,windows,2.4kg,65772.0
819,hp,omen 17-an012dx,gaming,17.3,ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,12,1tb hdd,amd radeon rx 580,windows,3.74kg,188892.0
820,msi,ge72mvr 7rg,gaming,17.3,full hd 1920x1080,intel core i7 7700hq 2.8ghz,16,512gb ssd +  1tb hdd,nvidia geforce gtx 1070,windows,2.9kg,260820.0
821,samsung,notebook 9,ultrabook,13.3,full hd 1920x1080,intel core i5 7200u 2.5ghz,8,256gb ssd,intel hd graphics 620,windows,0.81kg,161892.0
822,dell,vostro 5568,notebook,15.6,full hd 1920x1080,intel core i7 7500u 2.7ghz,8,1tb hdd,nvidia geforce gt 940mx,windows,1.98kg,103788.0
